,titles,author,pages,genres,pub_date,publisher,google_ratings,total_google_ratings,maturity,price,ebook,index,id,book_id,books_count,original_publication_year,original_title,short_title,language_code,goodbook_rating,ratings_count,work_ratings_count,work_text_reviews_count,main_tag,secondary_tag,minor_tag
4443,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton,656,Fiction,2001-10-01,Penguin,3.5,44,NOT_MATURE,8.99,True,2910,2911,30248,38,2001.0,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)","Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",eng,3.89,46567,49456,1017,urban-fantasy,vampires,paranormal
4444,Narrative of the Life of Frederick Douglass,Frederick Douglass,125,Abolitionists,1849,,4.0,55,NOT_MATURE,,True,1690,1691,36529,660,1845.0,Narrative of the Life of Frederick Douglass,Narrative of the Life of Frederick Douglass,eng,3.97,55576,65135,2762,non-fiction,history,classics
4445,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",Masashi Kishimoto,192,Comics & Graphic Novels,2003-07-09,VIZ Media LLC,4.5,10,NOT_MATURE,,False,834,835,204042,49,1999.0,NARUTO -???- ??? ,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",eng,4.35,104633,105269,1207,mangá,fantasy,comics
4446,"Naruto, Vol. 05: Exam Hell (Naruto, #5)",Masashi Kishimoto,200,Comics & Graphic Novels,2004-12-07,VIZ Media LLC,5.0,3,NOT_MATURE,,False,8201,8202,204045,28,2000.0,,"Naruto, Vol. 05: Exam Hell (Naruto, #5)",eng,4.44,13122,13313,157,mangá,naruto,fantasy
4447,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",Masashi Kishimoto,183,Comics & Graphic Novels,2011-07-13,VIZ Media LLC,,,NOT_MATURE,6.99,True,6026,6027,204041,26,2002.0,NARUTO -???- ???? ,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",eng,4.5,15214,15408,110,mangá,naruto,fantasy
4448,"Nash (Marked Men, #4)",Jay Crownover,400,Fiction,2014-04-29,Harper Collins,4.0,7,NOT_MATURE,4.99,True,8620,8621,18655937,15,2014.0,,"Nash (Marked Men, #4)",,4.21,21213,23938,1986,new-adult,romance,series
4449,Natchez Burning,Greg Iles,880,Fiction,2014-04-29,Harper Collins,5.0,1,NOT_MATURE,,False,4419,4420,18505832,32,2014.0,Natchez Burning,Natchez Burning,eng,4.12,18722,23806,3121,fiction,mystery,thriller
4450,Nation,Terry Pratchett,384,Young Adult Fiction,2009-10-06,Harper Collins,4.0,122,NOT_MATURE,8.74,True,4924,4925,2855034,54,2008.0,Nation,Nation,en-US,4.05,22466,26588,2441,fantasy,young-adult,fiction
4451,National Velvet,Enid Bagnold,303,Juvenile Fiction,2013-10,Courier Corporation,4.0,5,NOT_MATURE,7.99,True,4534,4535,225774,54,1935.0,National Velvet,National Velvet,eng,4.09,22682,23157,195,classics,fiction,horses
4452,Native Son,Richard Wright,544,Fiction,2008-04-29,Harper Collins,4.0,31,NOT_MATURE,,False,1410,1411,15622,103,1940.0,Native Son ,Native Son,eng,3.96,66194,70034,2918,fiction,classics,african-american
4453,"Native Tongue (Skink, #2)",Carl Hiaasen,325,Fiction,2010-08-18,Vintage Crime/Black Lizard,3.0,18,NOT_MATURE,9.99,True,8473,8474,13065,26,1991.0,Native Tongue,"Native Tongue (Skink, #2)",eng,3.94,10717,11782,503,fiction,mystery,humor
4454,"Natural Born Charmer (Chicago Stars, #7)",Susan Elizabeth Phillips,400,Fiction,2009-10-13,Harper Collins,4.0,34,NOT_MATURE,7.49,True,5861,5862,73064,44,2004.0,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US,4.15,25474,27397,1341,romance,contemporary-romance,contemporary
4455,Nature Girl,Carl Hiaasen,320,Fiction,2006-11-14,Vintage Crime/Black Lizard,3.0,58,NOT_MATURE,9.99,True,5928,5929,13060,34,2006.0,Nature Girl,Nature Girl,eng,3.61,17216,18373,1565,fiction,humor,mystery
4456,Nausea,Jean-Paul Sartre,192,Fiction,2013-03-25,New Directions Publishing,4.0,3,NOT_MATURE,14.95,True,1623,1624,298275,187,1938.0,La Nausée,Nausea,eng,3.91,50876,60910,1959,philosophy,fiction,classics
4457,Naïve. Super,Erlend Loe,208,Fiction,2011-12-01,Canongate Books,3.5,9,NOT_MATURE,12.46,True,9319,9320,604635,69,1996.0,Naiv.Super.,Naïve. Super,eng,3.89,8642,11338,502,fiction,contemporary,novels
4458,"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,,Fiction,2013-06-17,Cipher-Naught ,4.0,12,NOT_MATURE,4.99,True,5650,5651,17673307,11,2013.0,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",eng,3.96,29612,29949,3104,romance,contemporary,chick-lit
4459,"Necessary Lies (Necessary Lies, #1)",Diane Chamberlain,368,Fiction,2013-09-03,St. Martin's Press,4.5,43,NOT_MATURE,9.99,True,2871,2872,17286747,25,2013.0,Necessary Lies,"Necessary Lies (Necessary Lies, #1)",eng,4.21,32761,37189,3992,historical-fiction,fiction,historical
4460,Necronomicon: The Best Weird Tales,H.P. Lovecraft,896,Fiction,2008-09-18,Gateway,4.0,9,NOT_MATURE,10.99,True,9779,9780,1335019,44,1930.0,The Necronomicon,Necronomicon: The Best Weird Tales,en-GB,4.29,8344,9520,409,horror,fantasy,fiction
4461,"Necroscope (Necroscope, #1)",Brian Lumley,384,Fiction,2009-09-01,Macmillan,5.0,4,NOT_MATURE,9.99,True,6668,6669,66655,33,1986.0,Necroscope ,"Necroscope (Necroscope, #1)",,3.99,14397,15734,496,horror,vampires,fantasy
4462,"Need (Need, #1)",Carrie Jones,336,Juvenile Fiction,2009-04-01,Bloomsbury Publishing USA,3.5,127,NOT_MATURE,11.89,True,2487,2488,4070493,31,2008.0,Need,"Need (Need, #1)",eng,3.71,54819,56427,3582,young-adult,fantasy,paranormal
4463,Needful Things,Stephen King,752,Fiction,2016-01-01,Simon and Schuster,3.5,48,NOT_MATURE,3.99,True,552,553,107291,135,1991.0,Needful Things,Needful Things,,3.87,153821,161758,2448,fiction,horror,king
4464,Nefertiti,Michelle Moran,480,Fiction,2007-07-10,Broadway Books,4.0,76,NOT_MATURE,11.99,True,4145,4146,481446,50,2007.0,Nefertiti,Nefertiti,en-US,4.07,24959,27885,2234,historical-fiction,historical,fiction
4465,"Negeri 5 Menara (Negeri 5 Menara, #1)",Ahmad Fuadi,128,Juvenile Nonfiction,2012-03-22,Gramedia Pustaka Utama,,,NOT_MATURE,4.15,True,7566,7567,6688121,6,2009.0,Negeri 5 Menara,"Negeri 5 Menara (Negeri 5 Menara, #1)",ind,4.04,10018,10127,1067,novel,fiction,indonesian
4466,Neighbor Dearest,Penelope Ward,284,Fiction,2016-08-13,"Penelope Ward Books, Inc.",,,NOT_MATURE,4.99,True,9815,9816,30364931,7,2016.0,,Neighbor Dearest,,4.23,10891,13808,1655,romance,new-adult,contemporary
4467,Neil Gaiman's Neverwhere,Mike Carey,,Comics & Graphic Novels,2007-02-14,DC,4.5,4,NOT_MATURE,19.99,True,3520,3521,14498,16,1996.0,Neverwhere Graphic Novel,Neil Gaiman's Neverwhere,eng,4.21,29375,29935,457,fantasy,graphic-novels,comics
4468,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris,304,Biography & Autobiography,2014-10-14,Crown Archetype,4.0,36,NOT_MATURE,12.99,True,4450,4451,20170296,18,2014.0,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris: Choose Your Own Autobiography,eng,3.86,21596,23134,3047,non-fiction,humor,memoir
4469,Neither Here nor There: Travels in Europe,Bill Bryson,304,Travel,2012-09-25,Anchor Canada,3.0,2257,NOT_MATURE,,False,2278,2279,27,57,1991.0,Neither Here Nor There: Travels in Europe,Neither Here nor There: Travels in Europe,en-US,3.88,42170,45390,2168,travel,non-fiction,humor
4470,Nemesis,Isaac Asimov,432,Fiction,2008-11-19,Spectra,3.0,6,NOT_MATURE,7.99,True,9698,9699,302625,50,1989.0,Nemesis,Nemesis,eng,3.75,10788,11449,349,science-fiction,sci-fi,fiction
4471,"Nemesis (Harry Hole, #4)",Jo Nesbø,256,Fiction,2010-12-17,Vintage Canada,,,NOT_MATURE,,False,3379,3380,3522419,145,2002.0,Sorgenfri,"Nemesis (Harry Hole, #4)",eng,3.98,31265,39109,2014,crime,mystery,fiction
4472,"Nemesis (Miss Marple, #12)",Agatha Christie,304,Fiction,2004-06-15,Harper Collins,4.0,2,NOT_MATURE,9.99,True,7747,7748,31304,179,1971.0,Nemesis,"Nemesis (Miss Marple, #12)",eng,3.84,15406,17889,775,mystery,agatha-christie,fiction
4473,"Nemesis Games (The Expanse, #5)",James S.A. Corey,544,Fiction,2015-06-02,Orbit,4.5,11,NOT_MATURE,9.99,True,4460,4461,22886612,24,2015.0,Nemesis Games,"Nemesis Games (The Expanse, #5)",eng,4.37,20681,23686,1605,sci-fi,space-opera,fiction
4474,"Nerilka's Story (Pern, #8)",Anne McCaffrey,208,Fiction,2002-02-26,Del Rey,4.0,11,NOT_MATURE,7.99,True,9432,9433,61974,25,1986.0,"Nerilka's Story (Pern: Dragonriders of Pern, #5)","Nerilka's Story (Pern, #8)",eng,3.78,12936,14399,195,science-fiction,fantasy,sci-fi
4475,Netherland,Joseph O'Neill,256,Fiction,2008-05-20,Vintage,3.0,89,NOT_MATURE,11.99,True,6190,6191,2615008,36,2008.0,Netherland,Netherland,eng,3.4,13314,15734,2355,fiction,novels,new-york
4476,Neuromancer,William Gibson,288,Fiction,2000-07-01,Penguin,3.0,202,NOT_MATURE,8.99,True,399,400,22328,143,1984.0,Neuromancer,Neuromancer,eng,3.88,183878,202417,6623,,,
4477,Never Cry Wolf,Farley Mowat,170,Nature,2015-08-04,Open Road Media,4.0,31,NOT_MATURE,17.99,True,5832,5833,72659,67,1963.0,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,Never Cry Wolf,eng,4.19,17045,17863,803,non-fiction,animals,nature
4478,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi,400,Business & Economics,2014-06-03,Crown Business,4.0,12,NOT_MATURE,14.99,True,3494,3495,84699,43,2005.0,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time","Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",,3.8,25826,27137,981,business,self-help,leadership
4479,"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,512,Juvenile Fiction,2013-10-15,Disney Electronic Content,4.0,15,NOT_MATURE,7.99,True,2883,2884,16150830,35,2013.0,Never Fade,"Never Fade (The Darkest Minds, #2)",eng,4.33,46332,49465,4807,dystopian,young-adult,dystopia
4480,"Never Go Back (Jack Reacher, #18)",Lee Child,416,Fiction,2013-09-03,Delacorte Press,4.0,106,NOT_MATURE,9.99,True,2640,2641,17262159,78,2013.0,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,27578,42885,3558,fiction,lee-child,thriller
4481,"Never Have I Ever (The Lying Game, #2)",Sara Shepard,336,Young Adult Fiction,2011-08-02,Harper Collins,4.5,13,NOT_MATURE,4.49,True,7991,7992,9266793,26,2011.0,Never Have I Ever ,"Never Have I Ever (The Lying Game, #2)",eng,4.03,15419,16442,1073,young-adult,mystery,series
4482,Never Knowing,Chevy Stevens,416,Fiction,2011-07-05,St. Martin's Press,3.5,60,NOT_MATURE,2.99,True,6906,6907,10169662,56,2011.0,Never Knowing,Never Knowing,eng,3.85,16178,18173,2489,mystery,thriller,first-reads
4483,Never Let Me Go,Kazuo Ishiguro,304,Cloning,2010-08-31,Vintage Books Canada,3.5,435,NOT_MATURE,,False,267,268,6334,159,2005.0,Never Let Me Go,Never Let Me Go,eng,3.8,294123,323627,21927,fiction,science-fiction,dystopia
4484,Never Look Away,Linwood Barclay,432,Fiction,2010-03-09,Dell,4.0,56,NOT_MATURE,7.99,True,8984,8985,6678884,46,2010.0,Never Look Away,Never Look Away,eng,3.99,10893,12736,1093,thriller,mystery,fiction
4485,"Never Love a Highlander (McCabe Trilogy, #3)",Maya Banks,336,Fiction,2011-10-25,Ballantine Books,4.5,21,NOT_MATURE,7.99,True,9030,9031,10378106,24,2011.0,Never Love a Highlander,"Never Love a Highlander (McCabe Trilogy, #3)",eng,4.25,17359,18777,1051,historical-romance,romance,historical
4486,"Never Never (Never Never, #1)",Colleen Hoover,159,Fiction,2015-01-07,Colleen Hoover,4.5,4,NOT_MATURE,2.99,True,2394,2395,24378015,15,2015.0,Never Never,"Never Never (Never Never, #1)",en-US,4.12,54590,55980,8438,romance,young-adult,contemporary
4487,"Never Never: Part Three (Never Never, #3)",Colleen Hoover,,Amnesia,2015,,4.0,10,NOT_MATURE,,False,4895,4896,25454883,9,2016.0,,"Never Never: Part Three (Never Never, #3)",en-GB,3.48,26749,27199,4488,romance,young-adult,contemporary
4488,"Never Never: Part Two (Never Never, #2)",Colleen Hoover,,Amnesia,2015,,4.5,3,NOT_MATURE,,False,3777,3778,24422492,15,2015.0,,"Never Never: Part Two (Never Never, #2)",eng,4.12,31325,35817,4941,romance,young-adult,contemporary
4489,"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",Maya Banks,416,Fiction,2012-09-25,Ballantine Books,4.0,29,NOT_MATURE,7.99,True,9844,9845,13360101,22,2012.0,Never Seduce a Scot,"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",eng,4.19,15968,17875,1502,historical-romance,romance,historical
4490,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",Abbi Glines,272,Fiction,2014-01-20,Simon and Schuster,4.0,1,NOT_MATURE,9.99,True,1294,1295,17029526,42,2013.0,"Never Too Far (Too Far, #2)","Never Too Far (Rosemary Beach, #2; Too Far, #2)",eng,4.21,97616,103058,5912,new-adult,romance,contemporary
4491,"Nevermore (Maximum Ride, #8)",James Patterson,384,Young Adult Fiction,2012-08-06,jimmy patterson,4.0,93,NOT_MATURE,8.99,True,4658,4659,11946245,31,2012.0,Nevermore,"Nevermore (Maximum Ride, #8)",eng,3.88,27982,29527,2728,young-adult,maximum-ride,fantasy
4492,"Nevermore (Nevermore, #1)",Kelly Creagh,576,Juvenile Fiction,2011-08-30,Simon and Schuster,4.0,62,NOT_MATURE,,False,5728,5729,7129598,10,2010.0,Nevermore,"Nevermore (Nevermore, #1)",en-US,3.87,24570,25502,2473,young-adult,paranormal,fantasy
4493,Neverwhere,Neil Gaiman,400,Fiction,1998-11-01,Harper Collins,4.0,607,NOT_MATURE,,False,321,322,14497,152,1996.0,Neverwhere,Neverwhere,eng,4.18,268318,301740,15680,fantasy,fiction,urban-fantasy
4494,"New Moon (Twilight, #2)",Stephenie Meyer,608,Young Adult Fiction,2007-08-08,"Little, Brown Books for Young Readers",3.0,4276,NOT_MATURE,9.99,True,48,49,49041,194,2006.0,"New Moon (Twilight, #2)","New Moon (Twilight, #2)",eng,3.52,1149630,1199000,44020,young-adult,fantasy,romance
4495,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Mark Cotta Vaz,144,Juvenile Nonfiction,2009-10-06,"Little, Brown Books for Young Readers",4.5,7,NOT_MATURE,9.99,True,1108,1109,6466909,21,2009.0,New Moon: The Complete Illustrated Movie Companion,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",en-US,4.34,82399,83068,191,vampires,twilight,non-fiction
4496,"New Spring (Wheel of Time, #0)",Robert Jordan,336,Fiction,2005-06-13,Tor Fantasy,4.5,9,NOT_MATURE,9.99,True,2055,2056,187065,60,2004.0,New Spring,"New Spring (Wheel of Time, #0)",eng,4.01,52823,57444,1177,fantasy,wheel-of-time,fiction
4497,New York,Edward Rutherfurd,862,Fiction,2010-09,Ballantine Books,4.0,39,NOT_MATURE,,False,4384,4385,6257535,49,2009.0,New York,New York,eng,4.1,16106,23926,2442,,,
4498,"New York to Dallas (In Death, #33)",J.D. Robb,392,Fiction,2012,Penguin,4.0,29,NOT_MATURE,,False,6128,6129,10402992,37,2011.0,New York to Dallas,"New York to Dallas (In Death, #33)",eng,4.42,17108,21047,1294,mystery,j-d-robb,jd-robb
4499,News of the World,Paulette Jiles,224,Fiction,2016-10-04,HarperCollins,4.0,88,NOT_MATURE,11.74,True,7454,7455,25817493,16,2016.0,News of the World,News of the World,eng,4.14,15476,20540,3626,historical-fiction,fiction,western
4500,Next,Michael Crichton,560,Fiction,2011-07-26,Harper Collins,3.0,83,NOT_MATURE,9.99,True,1676,1677,7661,92,2006.0,Next,Next,en-US,3.48,53487,56632,2686,fiction,science-fiction,sci-fi
4501,"Nexus (Nexus, #1)",Ramez Naam,,Fiction,2012-12-18,Axon Press,3.5,17,NOT_MATURE,,False,7669,7670,13642710,34,2012.0,Nexus,"Nexus (Nexus, #1)",eng,4.06,9623,12752,1342,science-fiction,sci-fi,fiction
4502,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",Molly Harper,384,Fiction,2009-03-31,Simon and Schuster,4.0,50,NOT_MATURE,7.99,True,9361,9362,5618698,13,2009.0,"Nice Girls Don't Have Fangs (Jane Jameson, #1)","Nice Girls Don't Have Fangs (Jane Jameson, #1)",en-US,3.92,18122,19307,1578,vampires,paranormal,romance
4503,Nicholas Nickleby,Charles Dickens,174,,1866,,,,NOT_MATURE,,True,3714,3715,325085,138,1839.0,Nicholas Nickleby,Nicholas Nickleby,eng,3.89,30272,33384,1100,classics,fiction,classic
4504,Nicholas and Alexandra,Robert K. Massie,639,Biography & Autobiography,2012,"Random House Digital, Inc.",4.5,34,NOT_MATURE,,False,5137,5138,133486,52,1967.0,Nicholas and Alexandra,Nicholas and Alexandra,eng,4.25,17709,19586,1007,history,non-fiction,biography
4505,Nick & Norah's Infinite Playlist,Rachel Cohn,326,Philosophy,2004-11-15,Duke University Press,,,NOT_MATURE,24.95,True,1582,1583,25373,34,2006.0,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,en-US,3.73,60372,71514,4348,young-adult,romance,contemporary
4506,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,224,Social Science,2010-04-01,Metropolitan Books,3.5,287,NOT_MATURE,9.99,True,507,508,1869,57,2001.0,Nickel and Dimed: On (Not) Getting By in America,Nickel and Dimed: On (Not) Getting By in America,eng,3.6,152786,157470,5723,non-fiction,poverty,sociology
4507,"Nicolae (Left Behind, #3)",Tim LaHaye,448,Fiction,2011-03-16,"Tyndale House Publishers, Inc.",3.5,36,NOT_MATURE,14.99,True,3613,3614,27528,41,1997.0,Nicolae: The Rise of Antichrist,"Nicolae (Left Behind, #3)",en-US,3.95,27152,29643,618,christian-fiction,fiction,christian
4508,"Nigella Express: Good Food, Fast",Nigella Lawson,400,Cooking,2013-06-25,Hachette Books,4.0,16,NOT_MATURE,16.99,True,4734,4735,468070,28,2007.0,Nigella Express: Good Food Fast,"Nigella Express: Good Food, Fast",eng,3.96,20034,20292,198,cookbooks,cooking,food
4509,Night (The Night Trilogy #1),Elie Wiesel,144,Biography & Autobiography,2012-02-07,Hill and Wang,4.0,3957,NOT_MATURE,9.95,True,86,87,1617,109,1958.0,Un di Velt Hot Geshvign,Night (The Night Trilogy #1),eng,4.3,691231,707879,22001,non-fiction,classics,history
4510,"Night Broken (Mercy Thompson, #8)",Patricia Briggs,304,Fiction,2015,Penguin,4.0,45,NOT_MATURE,,False,4304,4305,17562900,23,2014.0,Night Broken,"Night Broken (Mercy Thompson, #8)",eng,4.42,31278,38475,3129,urban-fantasy,fantasy,paranormal
4511,Night Chills,Dean Koontz,384,Fiction,1986-09-15,Penguin,3.0,10,NOT_MATURE,8.99,True,4794,4795,236208,43,1976.0,Night Chills,Night Chills,en-US,3.86,20424,20815,252,horror,dean-koontz,fiction
4512,Night Embrace (Dark-Hunter #2),Sherrilyn Kenyon,416,Fiction,2010-04-01,St. Martin's Press,3.5,36,NOT_MATURE,8.99,True,3453,3454,84140,50,2002.0,"Night Embrace (Dark-Hunter, #2)",Night Embrace (Dark-Hunter #2),en-US,4.25,29663,47936,1481,,,
4513,"Night Fall (John Corey, #3)",Nelson DeMille,496,Fiction,2004-11-01,Grand Central Publishing,4.0,25,NOT_MATURE,9.99,True,4914,4915,93788,66,2004.0,Night Fall,"Night Fall (John Corey, #3)",eng,4.07,18761,20870,1167,fiction,thriller,mystery
4514,Night Film,Marisha Pessl,256,Fiction,2013-08-20,Bond Street Books,3.5,139,NOT_MATURE,,False,1940,1941,10112885,59,2013.0,Night Film,Night Film,eng,3.78,24865,55117,8039,,,
4515,Night Light (Restoration #2),Terri Blackstock,368,Fiction,2009-05-18,Zondervan,4.5,16,NOT_MATURE,7.99,True,9985,9986,183092,16,2006.0,Night Light: A Restoration Novel,Night Light (Restoration #2),,4.35,8471,8862,218,christian-fiction,christian,fiction
4516,"Night Mare (Xanth, #6)",Piers Anthony,320,Fiction,2002-03-26,Del Rey,4.0,8,NOT_MATURE,7.99,True,7819,7820,15433,21,1982.0,"Night Mare (Xanth, #6)","Night Mare (Xanth, #6)",,3.81,15008,15916,150,fantasy,xanth,fiction
4517,Night Over Water,Ken Follett,448,Fiction,2004-04-06,Penguin,3.0,17,NOT_MATURE,11.99,True,7543,7544,5055,95,1991.0,Night over Water,Night Over Water,eng,3.78,12329,14769,718,fiction,historical-fiction,thriller
4518,"Night Owl (Night Owl, #1)",M. Pierce,272,Fiction,2014-02-11,St. Martin's Griffin,3.5,9,MATURE,7.99,True,9466,9467,20646604,13,2013.0,,"Night Owl (Night Owl, #1)",eng,4.03,8053,16898,2408,romance,erotica,series
4519,"Night Play (Dark-Hunter #5, Were-Hunter #1)",Sherrilyn Kenyon,384,Fiction,2010-04-01,St. Martin's Paperbacks,4.5,62,NOT_MATURE,8.99,True,3381,3382,84151,40,2004.0,Night Play,"Night Play (Dark-Hunter #5, Were-Hunter #1)",eng,4.36,41837,44458,1368,paranormal-romance,paranormal,romance
4520,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,736,Fiction,2005-10-01,St. Martin's Griffin,3.5,37,NOT_MATURE,9.99,True,2316,2317,6944032,61,2002.0,Night Pleasures,"Night Pleasures (Dark-Hunter, #1)",en-US,4.23,25985,61939,2339,paranormal-romance,paranormal,romance
4521,"Night Prey (Lucas Davenport, #6)",John Sandford,435,Fiction,2010,Penguin,4.0,12,NOT_MATURE,,False,9387,9388,37296,33,1994.0,Night Prey,"Night Prey (Lucas Davenport, #6)",eng,4.14,11975,13885,297,mystery,john-sandford,fiction
4522,"Night Probe! (Dirk Pitt, #6)",Clive Cussler,432,Fiction,2014-11-11,Bantam,4.0,3,NOT_MATURE,,False,9788,9789,818372,52,1981.0,Night Probe!,"Night Probe! (Dirk Pitt, #6)",eng,3.89,10705,11306,226,clive-cussler,adventure,fiction
4523,Night Road,Kristin Hannah,432,Fiction,2011-03-22,St. Martin's Press,4.0,170,NOT_MATURE,9.99,True,1598,1599,8949352,45,2011.0,Night Road,Night Road,en-US,4.17,58028,63759,6334,fiction,chick-lit,romance
4524,Night School,Lee Child,384,Fiction,2016-11-07,Delacorte Press,3.5,41,NOT_MATURE,9.99,True,4874,4875,28077464,41,2016.0,Night School,Night School,eng,3.96,11181,28011,2446,thriller,mystery,jack-reacher
4525,Night Shift,Stephen King,368,Fiction,2008-06-24,Anchor,4.0,1602,NOT_MATURE,8.99,True,864,865,10628,119,1978.0,Night Shift,Night Shift,en-GB,3.96,104248,112357,2038,horror,stephen-king,fiction
4526,"Night Star (The Immortals, #5)",Alyson Noel,320,Young Adult Fiction,2010-11-16,St. Martin's Griffin,4.5,8,NOT_MATURE,7.8,True,2714,2715,7739934,55,2010.0,Night Star,"Night Star (The Immortals, #5)",eng,3.82,43998,45867,1347,fantasy,paranormal,romance
